YEAR,ENTITY,DEBT_NAME,ORIGINAL_AMOUNT,OUTSTANDING_FYE,PROJECT,DEBT_TYPE,HAS_DEBT,SOURCE_SHEET
2023,Industrial Development Board of Knox County,"Tax Increment Revenue Note, Series 2011A, 9/30/2011",6000000.0,0.0,Northshore Town Center,Direct,True,2023
2023,Industrial Development Board of Knox County,"Tax Increment Revenue Note, Series 2011B, 9/30/2011",3000000.0,0.0,Northshore Town Center,Direct,True,2023
2023,Industrial Development Board of Knox County,"Tax Increment Revenue Note, Series 2019A, 11/12/2019",2000000.0,2000000.0,Grassy Creek,Direct,True,2023
2023,Industrial Development Board of Knox County,"Tax Increment Revenue Note, Series 2019B, 11/12/2019",500000.0,5500000.0,Grassy Creek,Direct,True,2023
2023,Industrial Development Board of Knox County,"Tax Increment Revenue Note, Series 2020, 12/22/2020",2507841.21,1878642.15,Northshore Town Center,Direct,True,2023
2023,Industrial Development Board of Knox County,"The Change Center, Series 2017, 7/31/2017",2300000.0,964778.36,The Change Center,Conduit,True,2023
2023,Industrial Development Board of Knox County,"Young Men's Christian Assoc. of ETN, Series 2019, 8/16/2019",5500000.0,3652611.98,YMCA of East TN,Conduit,True,2023
2023,"Industrial Development Board of Lake County, Tennessee",,,,,No Debt,False,2023
2023,"Industrial Development Board of Lauderdale County, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of Loudon County,,,,,No Debt,False,2023
2023,Industrial Development Board of Marion County,,,,,No Debt,False,2023
2023,Industrial Development Board of McMinn County,Armstrong Promissory Note - 2017,1695900.0,737100.0,Land acquisition for expansion of North Etowah Industrial Park,Direct,True,2023
2023,Industrial Development Board of McMinn County,Revenue Bond - 2012,5000000.0,1375000.0,Creative Foam Corporation Project Limited Obligation Revenue Bond,Conduit,True,2023
2023,Industrial Development Board of McMinn County,Revenue Refunding Bond - 2012,9383150.0,7334864.0,Tennessee Wesleyan College Educational Facilities Revenue Refunding Bonds,Conduit,True,2023
2023,Industrial Development Board of McMinn County,Tax Increment Financing Note - 2016,800000.0,800000.0,Madison Park Redevelopment,Conduit,True,2023
2023,Industrial Development Board of McMinnville-Warren County,Caney Fork Electric 2019,1670763.0,1129311.95,Building - Spec Bldg #4,Direct,True,2023
2023,Industrial Development Board of McMinnville-Warren County,Caney Fork Electric Coop 2014,2000000.0,196661.4,Building - DN Plastics,Direct,True,2023
2023,Industrial Development Board of McMinnville-Warren County,Caney Fork Electric Coop 2014,300000.0,27500.0,Building- DN Plastics,Direct,True,2023
2023,Industrial Development Board of McMinnville-Warren County,Housing Urban Bond 2009,3205000.0,2785000.0,Beersheba Tower Housing,Conduit,True,2023
2023,Industrial Development Board of McMinnville-Warren County,Nonrecourse Hunt Properties,875000.0,875000.0,Hotel Project,Conduit,True,2023
2023,Industrial Development Board of McMinnville-Warren County,TVA 2014,1200000.0,551800.18,Building - DN Plastics,Direct,True,2023
2023,Industrial Development Board of McMinnville-Warren County,TVA 2014,1870000.0,1026640.1,Building- Sansin,Direct,True,2023
2023,Industrial Development Board of Meigs County and the City of Decatur,,,,,No Debt,False,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Adjustable Rate Industrial Development Revenue Bonds Series 1999,5000000.0,200000.0,"Steel Coils, Inc. Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Adjustable Rate Revenue Refunding Bonds Series 2005,4850000.0,0.0,Nashville Public Radio Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Bellevue Tax Increment Revenue Bonds,21935000.0,14644526.0,Bellevue Mall Project,Direct,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Country Music Foundation 2010,23200000.0,13146671.0,Country Music Hall of Fame,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Country Music Foundation Project Series 2015B,9535000.0,1907000.0,Country Music Foundation,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Bond Series 2010,6716460.0,3805994.0,Saint Paul Christian Academy,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Bonds Series 2003B,7500000.0,0.0,David Lipscomb University Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Bonds Series 2004,2900000.0,145000.0,St. Bernard Academy Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Bonds Series 2007,1400000.0,280000.0,Watkins Institute Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Bonds Series 2010,30000000.0,15600000.0,Montgomery Bell Academy Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Refunding Bonds Series 2003,6500000.0,0.0,Trevecca Nazarene University Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Educational Facilities Revenue Refunding and Improvement Bonds Series 2002,8000000.0,0.0,University School of Nashville Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,HCA Series 2012,100000000.0,63333337.0,HCA Personal Property,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,HCA Series 2012,100000000.0,63333337.0,HCA Real Property,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Industrial Development Bond 2012,260000000.0,138666662.0,HCA West End Summit Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Industrial Development Revenue Bonds Series 2001,4000000.0,480000.0,"L & S, LLC Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Industrial Development Revenue Bonds Series 2014,225000000.0,146739130.0,Bridgestone Americas Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Industrial Development Revenue Note Series 2010A,280000000.0,112000000.0,Omni Nashville LLC Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Industrial Develpment Revenue Note Series 2010B,40000000.0,16000000.0,Omni Nashville LLC Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Life Point Series 2012,50000000.0,31666663.0,Life Point Project- Real Property,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Life Point Series 2012,30000000.0,19000000.0,Life Point Project-Personal Property,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1982,3303353.0,,FHA Insured Mortgage Loan - Margaret Robertson Garden Apartments Section 8 Assisted Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1983,9060000.0,0.0,FHA Insured Mortgage Loan - Beechwood Terrace Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1983,6838879.0,0.0,FHA Insured Mortgage Loan Graybrook Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1984,9995000.0,249875.0,FHA Insured Mortgage Loan - Belle Valley Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1985,6375194.0,318754.0,FHA Insured Mortgage Loan - Brookridge Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1985,8500000.0,425000.0,"FHA Insures Mortgage Loan - Picadilly Apartments, II Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1985,3761899.0,188113.0,FHA Insured Mortgage Loan - Pebble Creek Apts. Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mortgage Revenue Bonds Series 1985,7151214.0,357574.0,FHA Insured Mortgage Loan - Western Hills Apartment Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multi-Family Housing Revenue Bonds Series 1997,3425000.0,456658.0,"Nashville-Maplecrest, Inc. Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multi-Family Housing Revenue Refunding Bonds Series 1998,6620000.0,1103325.0,St. Paul Retirement Center,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multi-family Housing Revenue Bonds Series 1998,2270000.0,73048.0,"Nashville-Thompson Place, Inc. Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Bonds 1983,10129163.0,482323.0,"FHA Insured Mortgage Loan - The Hermitage ""A"" Apartments Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Bonds Series 1985,13250000.0,662500.0,Arbor Crest Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Bonds Series 1985,13400000.0,670000.0,Arbor Knoll Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Bonds Series 2008,9105000.0,5690625.0,Hickory Hollow Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Note Taxable Series 2018A,23275000.0,18375000.0,Preserve at Highland Ridge Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds 1993 Series A,15500000.0,0.0,Arbors Projects,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 1994,23750000.0,791657.0,Ridgelake Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 1994,21000000.0,700000.0,Stewarts Ferry Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 1996A,2915000.0,291491.0,"River Retreat II, Ltd. Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 1996A,2205000.0,220500.0,Glastonbury Woods Ltd. Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 2000A,3300000.0,851604.0,GNMA Collateralized - Valley Forge Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 2002,14205000.0,4261500.0,Spinnaker Cove Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 2004,6645000.0,2436500.0,The Park at Hermitage Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Bonds Series 2006,8075000.0,3499161.0,Summit Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Note Series 2019A,6000000.0,5000000.0,Preserve at Highland Ridge Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Housing Revenue Refunding Note Series 2021A,1750000.0,1640625.0,Preserve at Highland Ridge Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Mortgage Revenue Refunding Bonds Series 2001A,8195000.0,2185326.0,GNMA Collateralized - Beechwood Terrace Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Multifamily Note 2021,43000000.0,38222222.0,Unknown,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Mutlifamily Housing Revenue Note Taxable Series 2018B,22149749.0,17486644.0,Preserve at Highland Ridge Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Operation Stand Down Series 2014,2375000.0,1306250.0,Operation Stand Down Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Bond 2010,3500000.0,1983329.0,"Derby Fabricating, LLC",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Bond Series 2010,2900000.0,1743115.0,"Goodwill Industries of Middle Tennesse, Inc. Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Bonds Series 1999,27000000.0,0.0,Country Music Hall of Fame and Museum Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Bonds Series 2002,6500000.0,,Second Harvest Food Bank Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Bonds Series 2008,3000000.0,1200000.0,STARS Nashville Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Bonds Series 2008,4000000.0,1600000.0,Oasis Center Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,"Revenue Bonds, Series A 1984",6075000.0,759375.0,"Dixie Electrotype Company, Inc. Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bond 2012,3400000.0,2153337.0,Nashville Public Radio,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bond 2012,57000000.0,36100000.0,YMCA Projects,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bond 2014 Series A,5000000.0,,Montgomery Bell Academy,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bond 2014 Series B,10000000.0,,Montgomery Bell Academy,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bond 2014 Series C,8328266.0,,Montgomery Bell Academy,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bonds,30000000.0,14400000.0,Montgomery Bell Academy,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bonds Series 2003,13265000.0,7516833.0,Unknown,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Revenue Refunding Bonds Series 2003,42340000.0,0.0,David Lipscomb University Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Senior Special Assessment Revenue Bonds Series 2021A,18845000.0,17588666.0,South Nashville Central Business Improvement District,Direct,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Senior Special Assessment Revenue Capital Appreciation Revenue Bonds Series 2021B,12688561.0,11535055.0,South Nashville Central Business Improvement District,Direct,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Subordinate Multifamily Housing Revenue Bonds (Preserve at Highland Ridge Project) 2018,1725000.0,1078125.0,Preserve at Highland Ridge Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Subordinated Special Assessment Capital Appreciation Revenue Bonds Series 2021C,11349400.0,10592774.0,South Nashville Central Business Improvement District,Direct,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Tax-Exempt Adjustable Mode Exempt Facilities Revenue Bonds Series 2001,10000000.0,2666674.0,"Waste Management, Inc. of Tennessee Project",Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Multifamily Housing Revenue Bonds Series 2003,19985000.0,6661660.0,Stewarts Ferry Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Multifamily Housing Revenue Refunding Bonds Series 2003,4750000.0,1583340.0,Hickory Trace Apartments,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Multifamily Housing Revenue Refunding Bonds Series 2004,22554000.0,8269800.0,Ridgelake Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,"Variable Rate Demand Multifamily Housing Revenue Refunding Bonds, Series A 1997",8540000.0,1138658.0,Crossings of Bellevue Apartments Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Revenue Bonds Series 2005,14000000.0,3920000.0,Franklin Road Academy Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Revenue Bonds Series 2006,4600000.0,1045453.0,Trevecca Nazarene University Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Revenue Bonds Series 2006,23000000.0,5227265.0,Unknown,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Demand Revenue Bonds Series 2008,11160000.0,6975000.0,Lipscomb University Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series 2003,5200000.0,0.0,Donelson Christian Academy Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series 2004,102000000.0,26444440.0,Nashville Symphony Hall Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series 2007,31440000.0,6288000.0,YMCA Projects,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series A 2003,16500000.0,4753566.0,Nashville Symphony Hall Project,Conduit,True,2023
2023,Industrial Development Board of Metropolitan Nashville and Davidson County,Wonton Food Revenue Bonds,10000000.0,7333336.0,Wonton Food,Conduit,True,2023
2023,Industrial Development Board of Pickett County,,,,,No Debt,False,2023
2023,Industrial Development Board of Pigeon Forge,"Revenue Bonds, Series 2015",2000000.0,,PFWV Project - Retail Center,Conduit,True,2023
2023,"Industrial Development Board of Rhea County, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of Roane County,,,,,No Debt,False,2023
2023,Industrial Development Board of Robertson County,"Multifamily Housing Revenue Bonds, Series 2021",4850000.0,,Ridgewood Apartments,Conduit,True,2023
2023,Industrial Development Board of Rutherford County,Revenue Bond Series 2013,10000000.0,110015.87,Goodwill,Conduit,True,2023
2023,"Industrial Development Board of Scott County, Tennessee",Industrial Development Board of Scott County,571842.03,0.0,Airport Buildings,Direct,True,2023
2023,"Industrial Development Board of Scott County, Tennessee",Industrial Development Board of Scott County 2020,443084.28,,Airport Buildings,Direct,True,2023
2023,"Industrial Development Board of Scott County, Tennessee","J&M Grading Division , LLC 2015",1400000.0,1036237.65,J& M Grading,Conduit,True,2023
2023,"Industrial Development Board of Scott County, Tennessee",Thompson Medical Clinic 2020,1010000.0,979860.93,Medical Clinic,Conduit,True,2023
2023,Industrial Development Board of Smith County,,,,,No Debt,False,2023
2023,Industrial Development Board of Stewart County,,,,,No Debt,False,2023
2023,Industrial Development Board of Stewart-Houston Counties,2014 spec building,800000.0,248415.0,2014 Spec Building,Direct,True,2023
2023,Industrial Development Board of Stewart-Houston Counties,Interloan with Stewart Houston Industrial Park Board,1334821.0,1385721.0,Building loan,Direct,True,2023
2023,"Industrial Development Board of Unicoi County, Tennessee",Tax Increment Revenue Note (Series 2019),600000.0,600000.0,Erwin Gateway Development,Direct,True,2023
2023,"Industrial Development Board of Wayne County, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of Weakley County,TVA Loan-2007,738338.0,224764.96,Spec building-Martin TN,Direct,True,2023
2023,"Industrial Development Board of White County, Tennessee","IDB Revenue Bonds, Series 2009",3700000.0,,Project Taco Metals,Conduit,True,2023
2023,"Industrial Development Board of White County, Tennessee","Promissory Note, Series 2007",1400000.0,,Project HMMI,Conduit,True,2023
2023,Industrial Development Board of Williamson County,Ed Facilities Revenue Bond (Grace Christian Academy of Leipers Fork Project) Series 2021,15000000.0,14718102.09,Construction of new high school,Conduit,True,2023
2023,Industrial Development Board of Williamson County,"Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bond (Currey Ingram Academy Project) Series 2022A",985000.0,0.0,Currey Ingram Academy Project – refinancing of prior debt the proceeds of which were used to finance acquisition and construction of facilities on the Conduit Borrower’s campus.,Conduit,True,2023
2023,Industrial Development Board of Williamson County,"Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bond (Currey Ingram Academy Project) Series 2022B",2285716.0,1857144.0,"Refinancing of prior debt, the proceeds of which were used to construct a 32-student dormitory to begin a residential program",Conduit,True,2023
2023,Industrial Development Board of Williamson County,"Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bond (Currey Ingram Academy Project) Series 2022C",1751524.0,1751524.0,"Refinancing of prior debt, the proceeds of which were used to construct a 32-student dormitory to begin a residential program",Conduit,True,2023
2023,Industrial Development Board of Williamson County,"Industrial Development Revenue Note, Series A (Lampo Project); Issued on October 31, 2017",98000000.0,58877884.0,Construction of central business office,Conduit,True,2023
2023,Industrial Development Board of Williamson County,"Tennessee Industrial Development Revenue Bonds (Tractor Supply Project), Series 2012",78000000.0,75260394.99,"To develop, construct, and equip a new facility to be used as the Company's new headquarters.",Non-Debt,True,2023
2023,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Note (St. Michael Academy Project) Series 2022B",40000000.0,40000000.0,St. Michael Academy - K-8 School,Conduit,True,2023
2023,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bonds (Brentwood Academy Project) Series 2009",7925000.0,1335000.0,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bonds (Brentwood Academy Project) Series 2009 – Purpose: Refinance Series 2005 Bonds",Conduit,True,2023
2023,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee, Educational Facilities Revenue Refunding Bonds (St. Matthew School Project) Series 2009",2050000.0,0.0,St. Matthews School Project. Refinanced prior debt the proceeds of which were used to acquisition and construction on the Conduit Borrower’s campus,Conduit,True,2023
2023,Industrial Development Board of Wilson County,Kenwal 2007,10000000.0,,"Kenwal Steel Tennessee, LLC",Conduit,True,2023
2023,Industrial Development Board of Wilson County,"Revenue Bond (Goodwill Industries of Middle TN, Inc. Project), Series 2023",5534000.0,,Goodwill Industries Store and Donation Center,Conduit,True,2023
2023,Industrial Development Board of Wilson County,,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Alamo, Tennessee",,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Alcoa, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Arlington,,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Bartlett, Tennessee",,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Berry Hill, Tennessee",,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Bolivar, Tennessee",,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Bradford, TN",,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Bristol, Tennessee",Revenue Bond (Johnson Pinnacle Project) Series 2013,1700000.0,1231969.0,Johnson Pinnacle Project (Revenue Supported Bonds),Conduit,True,2023
2023,"Industrial Development Board of the City of Bristol, Tennessee","State Sales Tax Revenue Bonds (The Pinnacle Project), Series 2016A, dated November 22, 2016",91085000.0,91085000.0,Pinnacle Project (State Sales Tax Revenue Supported Bonds),Direct,True,2023
2023,"Industrial Development Board of the City of Bristol, Tennessee","State Sales Tax Revenue Capital Appreciation Bonds (The Pinnacle Project), Series 2016B, dated November 22, 2016",29515400.2,21555642.0,Pinnacle Project (State Sales Tax Revenue Supported Bonds),Direct,True,2023
2023,"Industrial Development Board of the City of Bristol, Tennessee","Subordinate Tax Increment Revenue Bonds (Pinnacle Project), Series 2016B, dated November 30, 2016",3680000.0,2825000.0,Pinnacle Project (Property Tax Supported Bonds),Direct,True,2023
2023,"Industrial Development Board of the City of Bristol, Tennessee","Tax Increment Revenue Bonds (Pinnacle Project), Series 2016, dated November 30, 2016",30020000.0,27320000.0,Pinnacle Project (Property Tax Supported Bonds),Direct,True,2023
2023,"Industrial Development Board of the City of Brownsville and Haywood County, Tennessee",,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",139 Partners d/b/a Evergreen Real Estate - MLK Blvd Extension - Riverwalk - Pinnacle Bank 2018,3500000.0,2649307.0,Riverwalk,Conduit,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",2018A IDB Revenue Refunding 2007 Bonds,32235000.0,25524000.0,Refunding,Direct,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",2018C IDB Revenue Refunding 2010 Bonds Taxable,28200000.0,7110000.0,Refunding,Direct,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",Black Creek Mountain 2013,9089045.0,8782355.0,Black Creek,Conduit,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",Blue Cross Blue Shield 2023,200000000.0,200000000.0,Blue Cross Blue Shield,Conduit,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",East Chattanooga Rising (Nippon Paint Automotive Company) - Tubman Site 2020,4000000.0,3985232.0,Nippon Paint Auto Comp,Conduit,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",North Access Road Plan Area Tax Increment Revenue Note,9900000.0,9900000.0,North Commerce Center on North Access Road - public infrastructure costs including road improvements,Direct,True,2023
2023,"Industrial Development Board of the City of Chattanooga, Tennessee",YMCA 2020,6900000.0,1494651.0,YMCA,Conduit,True,2023
2023,Industrial Development Board of the City of Cleveland,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Collinwood,,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Columbia, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Cookeville,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Dayton,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Dresden,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Dunlap,Mountain Valley Bank 2020,160000.0,110510.6,5936 SR 28 Industrial Building,Direct,True,2023
2023,Industrial Development Board of the City of Dyer,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of East Ridge,,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Elizabethton, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Franklin,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Friendship,,,,,No Debt,False,2023
2023,"Industrial Development Board of the City of Germantown, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Goodlettsville,,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Greenfield,Loan for Industry - Hwy 45,292500.0,164303.72,Financing of New Facility - Hwy 45,Conduit,True,2023
2023,"Industrial Development Board of the City of Harriman, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Henderson,Arvin Sango Bonds,10000000.0,,Arvin Sango Building and Equipment,Conduit,True,2023
2023,Industrial Development Board of the City of Henderson,FHU Educational Facilities Bond 2016,7500000.0,5637219.0,Construction of Hope Barber Shull Academic Resource Center,Conduit,True,2023
2023,Industrial Development Board of the City of Hohenwald,BRS Offroad 2021,905000.0,804111.25,BRS Offroad,Direct,True,2023
2023,Industrial Development Board of the City of Hohenwald,"Real Estate - Forrest Ave, 2012",358915.0,207747.33,239 Forrest Ave. - Kanson Electronic,Direct,True,2023
2023,"Industrial Development Board of the City of Humboldt, Tennessee",,,,,No Debt,False,2023
2023,Industrial Development Board of the City of Jackson,BICC Capital Project 1991 (Issued 2001),9000000.0,1000000.0,Conduit Debt offering,Conduit,True,2023
